customer_id,customer_name,gender,date_of_birth,city,state,pincode,registration_date,acquisition_channel,customer_segment,is_repeat_customer,churn_risk,customer_lifetime_value
1008,Poonam Kumar,Female,1984-09-26,Indore,Madhya Pradesh,452083,2025-10-04,Social Media,High Value,No,High,2156
1009,Divya Chatterjee,Male,1985-12-25,Kolkata,West Bengal,700094,2026-04-15,Social Media,High Value,Yes,Medium,30136
1010,Vikram Gupta,Male,2006-05-04,Mumbai,Maharashtra,400078,2026-03-13,Paid Search,High Value,Yes,Medium,47943
1011,Ananya Patel,Female,2002-11-24,Lucknow,Uttar Pradesh,226061,2026-05-11,Referral,High Value,No,High,33842
1012,Rajesh Gupta,Female,1996-07-14,Hyderabad,Telangana,500011,2026-05-16,Paid Search,Returning,No,Medium,4409
1013,Sneha Agarwal,Female,1996-09-27,Indore,Madhya Pradesh,452035,2025-04-11,Marketplace Campaign,Returning,No,Low,31197
1014,Deepak Sharma,Female,1978-11-20,Lucknow,Uttar Pradesh,226084,2024-08-14,Paid Search,New,Yes,High,9473
1015,Sunita Joshi,Male,1968-01-02,Patna,Bihar,800048,2024-09-19,Referral,New,Yes,Medium,39939
1016,Manish Chowdhury,Male,1997-06-15,Mumbai,Maharashtra,400020,2026-05-06,Organic Search,New,Yes,Low,23019
1017,Manish Sharma,Female,1982-08-13,Lucknow,Uttar Pradesh,226035,2024-12-29,Social Media,New,No,Medium,47465
1018,Aditya Mehta,Male,1980-09-16,Bengaluru,Karnataka,560013,2025-10-17,Marketplace Campaign,New,Yes,Low,35131
1019,Amit Reddy,Female,1972-03-03,Pune,Maharashtra,411025,2025-03-17,Direct,New,No,Medium,43304
1020,Ananya Sen,Female,1988-04-28,Indore,Madhya Pradesh,452068,2024-11-10,Affiliate,High Value,No,Medium,49010
1021,Reyansh Das,Other,1983-08-27,Kolkata,West Bengal,700029,2025-12-03,Organic Search,New,No,Medium,23149
1022,Nikhil Mehta,Male,1988-09-29,Mumbai,Maharashtra,400025,2026-01-27,Paid Search,New,No,High,21047
1023,Pooja Sharma,Female,1965-02-12,Chennai,Tamil Nadu,600080,2024-08-12,Paid Search,New,Yes,Low,30648
1024,Poonam Mehta,Female,1970-04-29,Chennai,Tamil Nadu,600068,2024-08-01,Direct,New,No,Low,44244
1025,Alok Sen,Male,1996-01-19,Kolkata,West Bengal,700085,2026-04-19,Social Media,High Value,No,High,26139
1026,Arjun Verma,Male,1990-07-02,Patna,Bihar,800076,2026-06-12,Social Media,New,Yes,Low,10120
1027,Sneha Verma,Female,1983-08-28,Bengaluru,Karnataka,560055,2025-11-02,Referral,At Risk,No,Low,6764
1028,Vihaan Patel,Male,1982-07-28,Hyderabad,Telangana,500076,2024-10-14,Organic Search,Returning,No,Medium,28517
1029,Pooja Rao,Male,1967-03-20,Chennai,Tamil Nadu,600067,2025-01-29,Organic Search,High Value,No,Low,2511
1030,Kirti Deshmukh,Male,1967-10-09,Hyderabad,Telangana,500027,2026-06-25,Paid Search,High Value,Yes,Low,27842
1031,Neha Sharma,Male,1965-01-08,Kolkata,West Bengal,700053,2024-09-11,Referral,New,No,Low,36369
1032,Gaurav Kulkarni,Male,1983-09-14,Hyderabad,Telangana,500064,2025-09-22,Organic Search,New,No,Medium,4431
1033,Gaurav Agarwal,Female,1968-09-04,Pune,Maharashtra,411080,2025-07-10,Referral,New,No,Low,37681
1034,Vihaan Agarwal,Female,1965-09-19,Indore,Madhya Pradesh,452074,2025-06-29,Organic Search,High Value,Yes,High,27926
1035,Vikram Chatterjee,Female,1977-03-30,Kochi,Kerala,682073,2025-05-24,Organic Search,New,No,Low,11455
1036,Reyansh Chowdhury,Male,1986-12-13,Mumbai,Maharashtra,400022,2024-11-13,Organic Search,High Value,No,Low,12059
1037,Arjun Sharma,Female,1972-11-14,Kochi,Kerala,682048,2025-12-08,Marketplace Campaign,New,No,High,41679
1038,Kavya Gupta,Other,1970-02-26,Indore,Madhya Pradesh,452049,2026-07-23,Marketplace Campaign,New,No,Low,20402
1039,Shreya Bhat,Female,1995-02-25,Ahmedabad,Gujarat,380084,2026-06-28,Organic Search,New,Yes,Low,43037
1040,Sai Nair,Male,1998-11-24,Delhi,Delhi,110051,2025-08-10,Paid Search,New,Yes,Medium,27790
1041,Amit Deshmukh,Female,1990-01-07,Patna,Bihar,800027,2025-05-11,Paid Search,At Risk,No,Low,11257
1042,Ananya Mehta,Female,1971-05-08,Ahmedabad,Gujarat,380012,2025-02-04,Social Media,New,Yes,High,37964
1043,Neha Das,Male,1995-08-10,Lucknow,Uttar Pradesh,226028,2026-03-13,Organic Search,New,Yes,High,26264
1044,Manish Rao,Female,1974-07-10,Chennai,Tamil Nadu,600082,2026-04-03,Paid Search,At Risk,No,Low,13474
1045,Vihaan Agarwal,Female,1976-04-14,Mumbai,Maharashtra,400069,2026-02-23,Social Media,New,No,High,4952
1046,Vikram Mehta,Female,1973-03-27,Jaipur,Rajasthan,302087,2025-11-22,Organic Search,New,No,High,17075
1047,Kirti Mukherjee,Female,1989-08-26,Patna,Bihar,800068,2026-04-05,Paid Search,High Value,Yes,High,18904
1048,Aadhya Bhat,Male,1994-12-29,Delhi,Delhi,110071,2026-06-13,Social Media,High Value,No,High,43792
1049,Poonam Chatterjee,Male,2005-04-03,Pune,Maharashtra,411019,2025-02-17,Social Media,New,No,Low,6064
1050,Vivaan Patel,Other,1978-11-14,Pune,Maharashtra,411017,2024-10-07,Social Media,At Risk,Yes,Medium,37959
1051,Vihaan Bhat,Male,1985-12-31,Delhi,Delhi,110011,2024-09-25,Social Media,New,Yes,High,44223
1052,Shreya Mehta,Other,1997-08-27,Hyderabad,Telangana,500014,2024-09-14,Direct,Returning,No,Low,41478
1053,Krishna Das,Female,1968-03-19,Hyderabad,Telangana,500027,2026-07-17,Social Media,New,No,Low,36326
1054,Aarav Sharma,Female,1965-02-13,Mumbai,Maharashtra,400057,2025-12-22,Referral,New,Yes,Low,18568
1055,Vivaan Mukherjee,Female,1971-10-22,Kochi,Kerala,682097,2025-04-12,Organic Search,New,Yes,High,18150
1056,Vivaan Patel,Other,1997-09-19,Hyderabad,Telangana,500033,2025-03-27,Referral,New,Yes,Low,13191
1057,Reyansh Gupta,Male,1992-10-09,Jaipur,Rajasthan,302029,2025-02-20,Direct,New,No,Medium,36024
1058,Meera Kulkarni,Male,1968-07-09,Ahmedabad,Gujarat,380088,2025-12-01,Paid Search,New,Yes,Medium,32385
1059,Deepak Bhat,Male,1970-01-02,Mumbai,Maharashtra,400012,2025-02-20,Organic Search,High Value,No,Medium,7668
1060,Tanvi Das,Female,1997-01-14,Chennai,Tamil Nadu,600065,2025-09-06,Direct,New,Yes,High,15020
1061,Aarav Gupta,Female,1965-07-26,Lucknow,Uttar Pradesh,226082,2024-12-23,Organic Search,New,No,Low,48695
1062,Gaurav Sen,Male,1979-04-16,Indore,Madhya Pradesh,452052,2025-03-19,Affiliate,New,No,Low,32302
1063,Sunita Chowdhury,Female,1989-06-30,Bengaluru,Karnataka,560094,2024-12-01,Affiliate,New,Yes,Medium,13222
1064,Sanjay Verma,Male,1979-10-16,Chennai,Tamil Nadu,600059,2026-06-29,Referral,At Risk,No,Low,13243
1065,Kavya Mukherjee,Female,1972-05-22,Bengaluru,Karnataka,560087,2025-04-27,Paid Search,New,No,Medium,28333
1066,Meera Deshmukh,Female,1973-03-18,Patna,Bihar,800056,2025-12-27,Social Media,New,No,Medium,24659
1067,Amit Nair,Female,2001-09-06,Ahmedabad,Gujarat,380015,2026-01-24,Paid Search,New,No,Medium,32697
1068,Sneha Mehta,Female,1996-12-18,Jaipur,Rajasthan,302038,2024-09-05,Social Media,New,Yes,Low,41683
1069,Swati Agarwal,Male,1966-01-20,Kochi,Kerala,682064,2025-01-07,Organic Search,High Value,Yes,Low,5286
1070,Tanvi Deshmukh,Male,1967-11-09,Kochi,Kerala,682080,2026-03-13,Social Media,High Value,Yes,Medium,47915
1071,Swati Patel,Male,1976-03-28,Chennai,Tamil Nadu,600028,2025-04-02,Direct,New,No,Low,33920
1072,Sai Deshmukh,Female,2005-02-04,Lucknow,Uttar Pradesh,226095,2025-07-10,Social Media,High Value,No,Medium,33091
1073,Swati Chatterjee,Male,1999-10-04,Lucknow,Uttar Pradesh,226026,2025-02-14,Referral,New,No,Medium,46467
1074,Kavya Rao,Female,1978-10-08,Patna,Bihar,800071,2024-10-06,Direct,High Value,Yes,Medium,11143
1075,Poonam Singh,Female,1981-03-01,Delhi,Delhi,110041,2025-12-13,Social Media,New,Yes,Low,12535
1076,Vihaan Chowdhury,Female,1992-02-08,Kolkata,West Bengal,700058,2025-11-25,Social Media,High Value,Yes,Medium,48241
1077,Sanjay Chowdhury,Male,1980-06-05,Lucknow,Uttar Pradesh,226026,2025-09-07,Paid Search,High Value,Yes,Medium,44401
1078,Neha Deshmukh,Male,1983-09-24,Pune,Maharashtra,411052,2026-04-06,Organic Search,New,No,High,26095
1079,Manish Reddy,Male,1986-06-13,Bengaluru,Karnataka,560010,2026-07-22,Marketplace Campaign,High Value,Yes,High,41400
1080,Vikram Mehta,Male,1965-04-06,Kolkata,West Bengal,700089,2025-07-31,Paid Search,High Value,No,Medium,18129
1081,Rahul Deshmukh,Male,1996-10-12,Jaipur,Rajasthan,302019,2025-11-22,Referral,New,Yes,Low,10712
1082,Meera Patel,Female,1997-08-06,Ahmedabad,Gujarat,380064,2024-11-25,Social Media,Returning,No,High,26256
1083,Sneha Gupta,Female,1997-05-25,Lucknow,Uttar Pradesh,226086,2025-02-15,Organic Search,High Value,No,Medium,22481
1084,Aarav Sen,Male,1987-08-08,Chennai,Tamil Nadu,600099,2025-06-28,Social Media,New,Yes,Low,18730
1085,Nisha Reddy,Male,1992-07-26,Delhi,Delhi,110090,2025-04-25,Social Media,New,No,High,30992
1086,Shreya Reddy,Male,1964-12-04,Mumbai,Maharashtra,400021,2024-10-26,Direct,New,No,Low,7451
1087,Ishaan Verma,Male,1969-05-09,Lucknow,Uttar Pradesh,226035,2025-09-25,Direct,High Value,No,High,23496
1088,Amit Mehta,Male,1989-02-04,Mumbai,Maharashtra,400046,2025-08-01,Social Media,New,Yes,Low,30185
1089,Sanjay Patel,Male,1981-04-02,Chennai,Tamil Nadu,600086,2025-12-13,Organic Search,New,Yes,Low,4033
1090,Swati Patel,Male,1979-09-06,Bengaluru,Karnataka,560098,2025-02-24,Paid Search,New,Yes,Medium,44489
1091,Riya Kulkarni,Male,1966-02-25,Pune,Maharashtra,411093,2025-06-29,Organic Search,High Value,Yes,Medium,35707
1092,Gaurav Patel,Female,1990-04-02,Pune,Maharashtra,411022,2026-02-03,Paid Search,New,No,Low,44483
1093,Nikhil Sharma,Female,1997-06-12,Jaipur,Rajasthan,302055,2025-12-30,Organic Search,New,No,Medium,36544
1094,Nisha Reddy,Male,1997-03-10,Ahmedabad,Gujarat,380056,2026-04-29,Direct,High Value,No,Low,37059
1095,Nikhil Reddy,Female,1972-07-07,Hyderabad,Telangana,500073,2025-07-26,Marketplace Campaign,At Risk,No,High,41348
1096,Reyansh Chowdhury,Male,1993-01-16,Lucknow,Uttar Pradesh,226089,2025-01-23,Direct,New,Yes,Medium,24588
1097,Riya Gupta,Male,1982-06-14,Kochi,Kerala,682091,2026-03-06,Marketplace Campaign,High Value,Yes,Low,47494
1098,Tanvi Sen,Male,1982-12-25,Jaipur,Rajasthan,302065,2024-10-27,Marketplace Campaign,New,Yes,Medium,13687
1099,Rajesh Patel,Male,1994-08-27,Mumbai,Maharashtra,400056,2025-01-13,Direct,At Risk,No,Medium,8236
1100,Sneha Sen,Male,1991-10-03,Hyderabad,Telangana,500034,2024-08-14,Organic Search,New,No,High,32532
1101,Amit Sharma,Male,1981-06-27,Jaipur,Rajasthan,302091,2025-07-06,Paid Search,New,No,High,2907
1102,Ayaan Deshmukh,Male,1965-09-05,Mumbai,Maharashtra,400030,2025-07-20,Organic Search,New,Yes,High,20563
1103,Vihaan Kulkarni,Male,1981-11-14,Indore,Madhya Pradesh,452064,2025-07-29,Marketplace Campaign,High Value,Yes,Medium,14833
1104,Sanjay Sharma,Male,1996-10-06,Pune,Maharashtra,411025,2026-04-05,Direct,New,No,Medium,23929
1105,Riya Mehta,Female,1990-09-05,Jaipur,Rajasthan,302044,2024-11-05,Social Media,High Value,No,High,39703
1106,Vihaan Gupta,Female,2002-09-06,Hyderabad,Telangana,500086,2026-01-18,Referral,New,No,Low,17805
1107,Kirti Bhat,Male,1998-04-25,Patna,Bihar,800021,2024-12-24,Social Media,New,No,Low,24132
1108,Aarav Sen,Female,1994-01-31,Delhi,Delhi,110022,2025-04-07,Organic Search,New,No,Medium,9912
1109,Vivaan Sen,Male,1967-12-26,Mumbai,Maharashtra,400036,2025-10-07,Marketplace Campaign,High Value,Yes,Medium,25768
1110,Ananya Sharma,Male,1999-08-26,Mumbai,Maharashtra,400058,2026-05-03,Social Media,New,Yes,Low,27034
1111,Divya Patel,Male,2000-11-11,Hyderabad,Telangana,500054,2026-06-01,Referral,High Value,No,Low,18607
1112,Ananya Deshmukh,Female,1982-05-22,Bengaluru,Karnataka,560023,2024-10-03,Affiliate,Returning,Yes,High,13413
1113,Gaurav Mehta,Male,2001-07-02,Pune,Maharashtra,411060,2026-07-02,Marketplace Campaign,New,Yes,High,22345
1114,Ayaan Rao,Male,1993-02-23,Kolkata,West Bengal,700070,2026-01-16,Social Media,New,Yes,High,21780
1115,Riya Mehta,Male,1996-10-04,Pune,Maharashtra,411055,2025-04-28,Organic Search,New,No,High,39231
1116,Krishna Patel,Male,1986-05-04,Ahmedabad,Gujarat,380086,2025-03-07,Social Media,At Risk,No,High,20782
1117,Priya Sharma,Female,1991-02-15,Pune,Maharashtra,411049,2025-06-09,Paid Search,Returning,No,Low,14248
1118,Alok Patel,Male,1999-06-21,Patna,Bihar,800054,2025-02-12,Organic Search,At Risk,Yes,Low,3966
1119,Aadhya Das,Male,1976-07-23,Mumbai,Maharashtra,400039,2025-01-11,Social Media,New,No,High,18046
1120,Reyansh Das,Male,1984-11-27,Hyderabad,Telangana,500087,2026-07-23,Paid Search,High Value,No,Low,39273
1121,Rahul Reddy,Male,1996-05-14,Bengaluru,Karnataka,560095,2025-04-05,Marketplace Campaign,New,Yes,Low,45648
1122,Ishaan Reddy,Female,1998-04-14,Pune,Maharashtra,411036,2025-01-16,Social Media,New,Yes,Medium,41825
1123,Ayaan Joshi,Male,2000-02-21,Delhi,Delhi,110011,2026-03-27,Organic Search,New,No,High,15807
1124,Pooja Deshmukh,Male,1981-08-09,Bengaluru,Karnataka,560042,2025-11-04,Organic Search,New,No,High,35289
1125,Tanvi Chowdhury,Male,1976-02-17,Indore,Madhya Pradesh,452011,2025-09-10,Paid Search,New,Yes,Low,19456
1126,Meera Mukherjee,Male,1985-02-24,Pune,Maharashtra,411068,2026-03-31,Paid Search,New,Yes,High,22970
1127,Krishna Mehta,Female,1966-10-10,Mumbai,Maharashtra,400057,2025-09-25,Organic Search,Returning,No,Medium,5558
1128,Ananya Bhat,Female,1981-03-04,Kolkata,West Bengal,700050,2024-09-13,Direct,Returning,No,Medium,6707
1129,Tanvi Reddy,Male,1987-07-29,Pune,Maharashtra,411077,2025-06-11,Referral,High Value,No,Medium,11823
1130,Ishaan Das,Male,1994-06-12,Ahmedabad,Gujarat,380019,2025-06-03,Social Media,High Value,Yes,High,2754
1131,Rahul Mukherjee,Male,2000-08-02,Ahmedabad,Gujarat,380015,2024-12-20,Paid Search,New,No,Medium,43691
1132,Swati Nair,Male,2005-02-04,Jaipur,Rajasthan,302038,2025-08-22,Paid Search,New,No,High,27476
1133,Kavya Das,Male,1979-01-30,Mumbai,Maharashtra,400037,2026-01-15,Paid Search,New,No,Low,44970
1134,Poonam Das,Female,1992-09-02,Patna,Bihar,800088,2025-06-13,Organic Search,New,No,High,7626
1135,Shreya Joshi,Female,1967-10-26,Jaipur,Rajasthan,302089,2026-02-16,Paid Search,High Value,Yes,Low,26856
1136,Ishaan Chowdhury,Female,2004-06-24,Ahmedabad,Gujarat,380019,2026-03-27,Organic Search,New,Yes,Low,10601
1137,Neha Patel,Female,2003-07-06,Patna,Bihar,800038,2026-06-19,Referral,New,Yes,Medium,21557
1138,Ayaan Chatterjee,Male,1978-03-22,Indore,Madhya Pradesh,452069,2025-08-30,Marketplace Campaign,At Risk,No,Medium,31194
1139,Neha Nair,Female,1981-12-02,Indore,Madhya Pradesh,452096,2025-01-19,Referral,High Value,Yes,Medium,49908
1140,Shreya Singh,Female,1965-11-14,Chennai,Tamil Nadu,600042,2025-06-29,Organic Search,New,No,High,35908
1141,Priya Kulkarni,Female,1975-08-19,Hyderabad,Telangana,500055,2025-10-21,Paid Search,New,No,Medium,34558
1142,Swati Mukherjee,Male,1967-11-24,Mumbai,Maharashtra,400071,2024-12-05,Organic Search,New,Yes,Low,11891
1143,Divya Das,Female,2005-09-16,Indore,Madhya Pradesh,452034,2025-04-28,Organic Search,New,No,High,28036
1144,Gaurav Rao,Female,1986-08-30,Mumbai,Maharashtra,400072,2025-11-26,Paid Search,New,Yes,High,48718
1145,Swati Reddy,Female,1972-09-07,Lucknow,Uttar Pradesh,226011,2025-11-23,Referral,New,Yes,Medium,12527
1146,Swati Kulkarni,Female,1986-06-19,Bengaluru,Karnataka,560019,2025-05-11,Social Media,New,No,Low,20891
1147,Meera Gupta,Male,1994-03-21,Bengaluru,Karnataka,560041,2024-10-03,Affiliate,Returning,No,High,41794
1148,Swati Das,Male,1986-07-13,Kolkata,West Bengal,700052,2025-05-09,Paid Search,New,No,Low,47376
1149,Deepak Chatterjee,Female,1984-12-14,Kolkata,West Bengal,700044,2026-06-22,Organic Search,High Value,Yes,High,5174
1150,Aditya Singh,Female,1976-08-20,Ahmedabad,Gujarat,380041,2026-03-03,Paid Search,High Value,No,High,34906
1151,Ananya Chowdhury,Female,1985-12-31,Jaipur,Rajasthan,302044,2024-11-18,Organic Search,New,Yes,High,37870
1152,Krishna Nair,Male,1976-10-07,Mumbai,Maharashtra,400059,2025-07-04,Direct,New,No,Medium,2862
1153,Kirti Bhat,Female,1970-09-26,Jaipur,Rajasthan,302045,2024-08-14,Organic Search,At Risk,No,Low,11874
1154,Aditya Bhat,Female,1970-09-02,Pune,Maharashtra,411081,2024-12-20,Marketplace Campaign,New,No,Low,47979
1155,Pooja Gupta,Female,1999-04-22,Bengaluru,Karnataka,560053,2024-10-19,Organic Search,New,No,Medium,3814
1156,Kavya Singh,Female,1972-12-06,Kolkata,West Bengal,700056,2025-03-20,Referral,New,No,Low,30388
1157,Sneha Sharma,Female,2003-04-22,Jaipur,Rajasthan,302017,2025-01-09,Social Media,New,No,Medium,45152
1158,Manish Bhat,Female,1984-02-14,Pune,Maharashtra,411068,2024-11-01,Affiliate,New,Yes,Medium,46960
1159,Sai Deshmukh,Male,1979-01-13,Mumbai,Maharashtra,400046,2025-10-29,Paid Search,New,Yes,Low,32178
1160,Riya Singh,Female,1988-09-28,Mumbai,Maharashtra,400058,2025-08-05,Organic Search,New,Yes,Low,28228
1161,Pooja Kulkarni,Female,1966-05-16,Delhi,Delhi,110057,2026-03-15,Organic Search,New,No,Medium,8650
1162,Ananya Kulkarni,Male,1980-06-26,Patna,Bihar,800037,2024-10-13,Paid Search,High Value,No,Medium,3377
1163,Vivaan Das,Female,1985-04-15,Kochi,Kerala,682027,2025-09-14,Direct,Returning,Yes,Medium,37147
1164,Ayaan Rao,Female,1969-05-31,Ahmedabad,Gujarat,380016,2025-04-16,Direct,New,No,Medium,39059
1165,Aarav Agarwal,Female,1981-07-08,Pune,Maharashtra,411065,2024-08-27,Direct,At Risk,No,High,16198
1166,Amit Das,Male,2003-10-26,Pune,Maharashtra,411076,2024-09-01,Social Media,High Value,Yes,Low,15926
1167,Sanjay Rao,Male,1974-01-27,Mumbai,Maharashtra,400050,2025-03-28,Social Media,High Value,Yes,Low,34414
1168,Krishna Kulkarni,Male,1996-01-25,Hyderabad,Telangana,500028,2025-03-19,Social Media,New,No,Low,31010
1169,Rohan Reddy,Male,2006-08-04,Indore,Madhya Pradesh,452044,2024-10-20,Paid Search,New,No,Medium,26718
1170,Aditya Nair,Male,1994-09-12,Jaipur,Rajasthan,302029,2025-08-11,Social Media,New,No,High,11585
1171,Tanvi Joshi,Female,1971-07-22,Jaipur,Rajasthan,302032,2024-12-27,Organic Search,Returning,No,Low,32484
1172,Neha Kumar,Male,1994-11-12,Bengaluru,Karnataka,560023,2025-07-17,Social Media,New,No,High,32381
1173,Kavya Verma,Male,1970-04-07,Jaipur,Rajasthan,302050,2024-10-20,Direct,New,No,Low,25113
1174,Neha Nair,Female,1982-05-24,Lucknow,Uttar Pradesh,226079,2025-12-05,Referral,High Value,No,Low,34086
1175,Sanjay Joshi,Male,1965-01-03,Kochi,Kerala,682053,2025-07-26,Social Media,New,No,High,42941
1176,Krishna Kulkarni,Male,1987-07-12,Chennai,Tamil Nadu,600065,2024-08-20,Organic Search,New,No,Low,23673
1177,Kavya Rao,Male,1997-03-12,Pune,Maharashtra,411034,2025-08-06,Organic Search,New,No,High,37798
1178,Diya Bhat,Female,1967-04-07,Patna,Bihar,800077,2024-11-23,Marketplace Campaign,High Value,No,High,17939
1179,Diya Das,Female,1978-12-31,Kolkata,West Bengal,700074,2024-08-19,Social Media,New,No,Low,11100
1180,Priya Mukherjee,Female,1987-07-07,Kolkata,West Bengal,700050,2024-08-13,Organic Search,New,Yes,High,43707
1181,Diya Rao,Female,1997-03-26,Hyderabad,Telangana,500061,2025-01-06,Direct,New,Yes,Medium,48248
1182,Aditya Agarwal,Female,1992-08-08,Chennai,Tamil Nadu,600093,2025-01-09,Social Media,New,No,Medium,20880
1183,Divya Das,Male,1968-03-02,Delhi,Delhi,110081,2025-06-17,Organic Search,New,No,Medium,35363
1184,Aditya Mehta,Male,1989-02-11,Pune,Maharashtra,411093,2024-10-21,Organic Search,High Value,Yes,Low,16358
1185,Alok Joshi,Female,1966-02-07,Indore,Madhya Pradesh,452089,2025-09-05,Direct,New,No,High,37017
1186,Vikram Mukherjee,Female,1976-11-15,Hyderabad,Telangana,500064,2025-12-09,Affiliate,New,Yes,Low,48453
1187,Amit Chowdhury,Male,2001-09-21,Jaipur,Rajasthan,302027,2025-09-09,Organic Search,New,No,Medium,9140
1188,Divya Rao,Male,1966-06-20,Pune,Maharashtra,411083,2025-07-27,Referral,High Value,Yes,Low,41495
1189,Kavya Joshi,Female,1968-01-19,Mumbai,Maharashtra,400015,2025-05-13,Paid Search,New,Yes,Medium,3239
1190,Nisha Chowdhury,Female,1998-09-14,Lucknow,Uttar Pradesh,226098,2024-12-25,Social Media,New,No,Low,42795
1191,Vikram Bhat,Female,1979-09-25,Ahmedabad,Gujarat,380018,2026-05-29,Organic Search,At Risk,Yes,Medium,33932
1192,Reyansh Sharma,Male,1975-05-07,Lucknow,Uttar Pradesh,226023,2025-11-27,Marketplace Campaign,New,No,High,22941
1193,Kavya Kumar,Male,1992-08-03,Chennai,Tamil Nadu,600098,2025-07-18,Paid Search,New,Yes,High,40791
1194,Nikhil Deshmukh,Male,1984-08-18,Indore,Madhya Pradesh,452037,2024-08-25,Affiliate,New,Yes,Low,16341
1195,Vivaan Das,Male,2001-03-27,Kochi,Kerala,682093,2025-12-11,Direct,New,No,Medium,38166
1196,Vivaan Reddy,Female,2006-02-13,Lucknow,Uttar Pradesh,226050,2025-10-03,Paid Search,New,No,Low,31675
1197,Aditya Joshi,Female,1993-12-31,Chennai,Tamil Nadu,600063,2025-06-26,Social Media,New,Yes,High,12389
1198,Vikram Chowdhury,Male,1967-08-11,Hyderabad,Telangana,500092,2025-06-03,Direct,At Risk,Yes,Low,9096
1199,Sanjay Gupta,Male,1986-08-25,Mumbai,Maharashtra,400025,2024-12-17,Paid Search,New,Yes,Medium,48311
1200,Alok Agarwal,Male,1993-07-17,Mumbai,Maharashtra,400035,2024-09-11,Organic Search,New,No,Medium,2468
1201,Poonam Verma,Female,1980-01-15,Mumbai,Maharashtra,400057,2025-09-13,Social Media,High Value,No,Low,26261
1202,Ananya Sen,Male,2006-07-18,Pune,Maharashtra,411091,2025-02-13,Marketplace Campaign,Returning,Yes,Low,29429
1203,Amit Nair,Female,1988-07-08,Kolkata,West Bengal,700051,2026-05-12,Paid Search,New,No,High,20329
1204,Rahul Singh,Female,1969-04-13,Delhi,Delhi,110044,2026-07-31,Paid Search,New,No,High,45063
1205,Aditya Bhat,Female,2001-01-23,Pune,Maharashtra,411023,2025-11-20,Referral,New,No,Medium,9338
1206,Ishaan Das,Male,1992-02-07,Indore,Madhya Pradesh,452062,2025-05-21,Social Media,New,No,High,17361
1207,Rahul Das,Female,1974-08-23,Pune,Maharashtra,411095,2024-12-14,Social Media,High Value,No,High,40631
1208,Alok Mukherjee,Male,2005-07-04,Lucknow,Uttar Pradesh,226090,2025-07-12,Marketplace Campaign,New,Yes,High,14922
1209,Meera Joshi,Female,1998-09-14,Jaipur,Rajasthan,302063,2024-08-18,Organic Search,New,No,Medium,10207
1210,Vikram Kumar,Male,1970-10-23,Indore,Madhya Pradesh,452097,2026-01-12,Organic Search,New,Yes,Low,20241
1211,Deepak Mehta,Male,1968-04-25,Patna,Bihar,800021,2026-05-28,Referral,New,No,High,49264
1212,Vivaan Das,Female,1967-12-23,Chennai,Tamil Nadu,600049,2025-10-06,Paid Search,New,Yes,Medium,37032
1213,Reyansh Kulkarni,Male,2005-01-27,Bengaluru,Karnataka,560016,2025-11-29,Referral,New,No,Low,45817
1214,Aadhya Joshi,Female,1971-07-18,Chennai,Tamil Nadu,600087,2025-05-22,Referral,New,Yes,Medium,2365
1215,Ayaan Deshmukh,Male,1979-10-14,Bengaluru,Karnataka,560081,2026-04-10,Organic Search,At Risk,No,High,25638
1216,Aarav Mehta,Male,1991-01-11,Hyderabad,Telangana,500036,2024-12-09,Social Media,New,No,Medium,47441
1217,Meera Kulkarni,Male,1978-10-07,Chennai,Tamil Nadu,600058,2025-01-03,Marketplace Campaign,New,Yes,Medium,5057
1218,Aadhya Patel,Male,2000-01-26,Pune,Maharashtra,411096,2025-04-12,Social Media,New,Yes,Medium,16062
1219,Alok Verma,Female,1976-04-11,Hyderabad,Telangana,500063,2024-08-07,Referral,New,No,High,15042
1220,Sneha Singh,Male,1978-07-26,Ahmedabad,Gujarat,380024,2025-06-02,Direct,New,No,High,42829
1221,Gaurav Bhat,Male,1968-10-10,Hyderabad,Telangana,500089,2024-08-01,Organic Search,New,Yes,Medium,11466
1222,Reyansh Kumar,Male,2004-10-07,Pune,Maharashtra,411056,2026-05-29,Marketplace Campaign,New,Yes,High,49777
1223,Deepak Deshmukh,Male,1970-06-27,Kolkata,West Bengal,700093,2025-11-05,Direct,New,Yes,Medium,13374
1224,Alok Verma,Male,1968-12-30,Delhi,Delhi,110096,2025-08-22,Referral,New,No,Low,28980
1225,Aarav Joshi,Male,1970-06-20,Patna,Bihar,800014,2025-05-29,Referral,High Value,No,High,7504
1226,Pooja Patel,Male,1978-07-06,Ahmedabad,Gujarat,380059,2026-04-28,Social Media,High Value,No,Low,3959
1227,Shreya Sharma,Female,1992-09-30,Hyderabad,Telangana,500033,2026-01-30,Paid Search,High Value,No,High,49867
1228,Amit Agarwal,Male,1968-08-28,Pune,Maharashtra,411079,2025-02-20,Organic Search,New,No,High,20531
1229,Rohan Gupta,Male,1981-07-13,Delhi,Delhi,110016,2024-11-03,Affiliate,New,No,High,28952
1230,Arjun Chatterjee,Female,1971-07-01,Chennai,Tamil Nadu,600013,2026-03-07,Marketplace Campaign,New,No,Medium,29809
1231,Meera Kulkarni,Female,1991-10-14,Patna,Bihar,800038,2025-05-22,Organic Search,High Value,Yes,High,38384
1232,Rajesh Sen,Male,2005-07-08,Jaipur,Rajasthan,302067,2025-01-26,Social Media,New,No,Low,23332
